,address,zipcode,city,state,latitude,longitude,amount
1384,65 Ogden Street,80218,Denver,CO,39.717666,-104.975931,280618
1385,4350 Xavier Street,80212,Denver,CO,39.775713,-105.049446,740497
1386,3458 Walnut Street,,,,,,
1387,1414 South Winona Way,80219,Denver,CO,39.691044,-105.048104,378259
1388,1295 West 10th Avenue,,,,,,
1389,2915 West 44th Avenue,,,,,,
1390,1247 Santa Fe Drive,,,,,,
1391,1160 East Asbury Avenue,,,,,,
1392,2516 High Street,80205,Denver,CO,39.75363,-104.96436,
1393,4534 East 28th Avenue,,,,,,
1394,1456 Josephine Street,80206,Denver,CO,39.739469,-104.958452,708038
1395,2217 West 40th Avenue,80211,Denver,CO,39.77187,-105.013958,392321
1396,1776 Race Street,80206,Denver,CO,39.744433,-104.963125,
1397,1420 Stout Street,,,,,,
1398,4338 Raritan Street,80211,Denver,CO,39.776056,-105.008449,601981
1399,2219 West 32nd Avenue,,,,,,
1400,1269 Elati Street,,,,,,
1401,3035 West 45th Avenue,80211,Denver,CO,39.778181,-105.026085,609478
1402,16161 East Bolling Drive,,,,,,
1403,2433 Curtis Street,,,,,,
1404,2726 Stout Street,80205,Denver,CO,39.756343,-104.978988,775843
1405,1021 East 24th Avenue,,,,,,
1406,4275 West 5th Avenue,,,,,,
1407,3930 West 14th Avenue,80204,Denver,CO,39.738276,-105.038886,531550
1408,1115 West 10th Avenue,80204,Denver,CO,39.732375,-105.001974,667247
1409,2612 Champa Street,,,,,,
1410,104 West Iliff Avenue,,,,,,
1411,1925 Grove Street,80204,Denver,CO,39.747018,-105.027141,616973
1412,2629 Hanover Street,,,,,,
1413,3301 Navajo Street,80211,Denver,CO,39.763349,-105.00444,536430
1414,5498 East Warren Avenue,,,,,,
1415,4841 Julian Street,80221,Denver,CO,39.784648,-105.031395,445713
1416,1334 Zenobia Street,80204,Denver,CO,39.737396,-105.05189,477356
1417,19209 East 49th Avenue,,,,,,
1418,3800 West 44th Avenue,80211,Denver,CO,39.776071,-105.036887,
1419,2354 Glenarm Place,80205,Denver,CO,39.751026,-104.980783,397919
1420,2841 Champa Street,80205,Denver,CO,39.758526,-104.978874,704238
1421,3508 West 7th Avenue,80204,Denver,CO,39.727426,-105.034261,371373
1422,977 Cook Street,80206,Denver,CO,39.731918,-104.947595,667905
1423,2333 Tremont Place,80205,Denver,CO,39.750391,-104.980694,672121
1424,1376 Raleigh Street,80204,Denver,CO,39.73802,-105.041311,741726
1425,2851 West 24th Avenue,80211,Denver,CO,39.752693,-105.023355,699547
1426,3348 East Jewell Avenue,,,,,,
1427,2848 Albion Street,,,,,,
1428,3812 South Yosemite Street,80237,Denver,CO,39.646832,-104.882512,284601
1429,1941 Eliot Street,80219,Denver,CO,39.689651,-105.023472,369034
1430,21 Washington Street,80229,Denver,CO,39.845801,-104.97675,169673
1431,1821 West 38th Avenue,80211,Denver,CO,39.769422,-105.008581,326398
1432,7598 East 11th Avenue,80230,Denver,CO,39.732752,-104.899107,
1433,2663 West Amherst Avenue,,,,,,
1434,2967 Glencoe Street,,,,,,
1435,3425 Grove Street,80211,Denver,CO,39.765235,-105.027855,587439
1436,568 South Gaylord Street,,,,,,
1437,419 West 13th Avenue,80204,Denver,CO,39.737001,-104.993389,
1438,2810 Utica Street,80212,Denver,CO,39.757546,-105.045125,666769
1439,3000 Larimer Street,80205,Denver,CO,39.762323,-104.979963,
1440,2041 Lawrence Street,80205,Denver,CO,39.753055,-104.99121,
1441,3637 High Street,80205,Denver,CO,39.76768,-104.964906,798874
1442,3015 Lowell Boulevard,80211,Denver,CO,39.760545,-105.034921,1597133
1443,1336 Ulster Street,,,,,,
1444,2765 Osceola Street,80212,Denver,CO,39.757077,-105.038433,570947
1445,1674 Saint Paul Street,80206,Denver,CO,39.743437,-104.950972,931966
1446,3070 Cook Street,80210,Denver,CO,39.661306,-104.947132,771178
1447,2649 Wolff Street,80212,Denver,CO,39.75574,-105.048702,565588
1448,1630 South Sherman Street,80210,Denver,CO,39.68687,-104.984839,655055
1449,651 Holly Street,80220,Denver,CO,39.726648,-104.923105,481931
1450,2318 South Josephine Street,80210,Denver,CO,39.674404,-104.957551,777282
1451,2680 South Logan Street,,,,,,
1452,2622 Gaylord Street,80205,Denver,CO,39.754918,-104.960611,752702
1453,3491 West 30th Avenue,80211,Denver,CO,39.760501,-105.034219,559381
1454,4525 Raleigh Street,80212,Denver,CO,39.778803,-105.041884,
1455,4245 Kalamath Street,80211,Denver,CO,39.77489,-105.000916,392987
1456,2441 Eliot Street,80211,Denver,CO,39.753493,-105.023911,
1457,3878 Federal Boulevard,80211,Denver,CO,39.770704,-105.024716,513679
1458,2423 Lawrence Street,80205,Denver,CO,39.756419,-104.986639,501142
1459,3600 Monroe Street,80205,Denver,CO,39.767068,-104.944821,389009
1460,4161 Vrain Street,80212,Denver,CO,39.774042,-105.04657,916927
1461,3150 West 26th Avenue,80211,Denver,CO,39.754538,-105.028082,612133
1462,20 East Maple Avenue,80209,Denver,CO,39.713712,-104.986759,476410
1463,6646 West Hamilton Drive,80227,Lakewood,CO,39.654226,-105.068516,558996
1464,3537 Marion Street,80205,Denver,CO,39.766489,-104.972458,437584
1465,7500 East Quincy Avenue,80237,Denver,CO,39.637811,-104.90206,
1466,4036 West 16th Avenue,80204,Denver,CO,39.742485,-105.039836,665655
1467,2112 Clay Street,80211,Denver,CO,39.748981,-105.020092,662046
1468,1900 South Sherman Street,80210,Denver,CO,39.682001,-104.984873,730000
1469,3040 Blake Street,,,,,,
1470,834 Emerson Street,80209,Denver,CO,39.701358,-104.976588,631068
1471,852 Clarkson Street,80218,Denver,CO,39.730004,-104.977255,1104641
1472,18801 East 56th Avenue,,,,,,
1473,2627 West 26th Avenue,80211,Denver,CO,39.755099,-105.019747,648006
1474,1201 South Downing Street,80210,Denver,CO,39.694575,-104.973784,900825
1475,3151 West 24th Avenue,80211,Denver,CO,39.752692,-105.028144,945156
1476,2 South Grant Street,80209,Denver,CO,39.716419,-104.98344,463586
1477,3440 Sheridan Boulevard,80212,Denver,CO,39.765535,-105.052913,421012
1478,21097 East 52nd Avenue,,,,,,
1479,12781 Elmendorf Place,,,,,,
1480,211 South Humboldt Street,80209,Denver,CO,39.712644,-104.970179,775376
1481,252 Pennsylvania Street,80203,Denver,CO,39.720468,-104.981053,280433
1482,4995 Worchester Street,80239,Denver,CO,39.787777,-104.833437,336930
1483,246 Sherman Street,80203,Denver,CO,39.720223,-104.98466,773692
1484,4492 Zenobia Street,80212,Denver,CO,39.778087,-105.05174,440034
1485,2627 18th Street,80211,Denver,CO,39.761597,-105.008469,2644182
1486,2431 South Galapago Street,,,,,,
1487,2777 Mile High Stadium Circle,,,,,,
1488,534 West 4th Avenue,80223,Denver,CO,39.722256,-104.995036,469019
1489,4106 Osage Street,80211,Denver,CO,39.773286,-105.005059,785365
1490,2325 Dahlia Street,,,,,,
1491,2199 California Street,,,,,,
1492,2643 South Pearl Street,,,,,,
1493,4937 Quitman Street,80212,Denver,CO,39.786312,-105.040727,465030
1494,19774 East 40th Place,,,,,,
1495,18981 Cathay Street,,,,,,
1496,3225 Elizabeth Street,80205,Denver,CO,39.762501,-104.956478,597359
1497,1346 Garfield Street,,,,,,
1498,4411 Federal Boulevard,80211,Denver,CO,39.776895,-105.025688,
1499,3201 Stout Street,80205,Denver,CO,39.760094,-104.974941,560663
1500,84 Inca Street,80223,Denver,CO,39.718128,-104.997288,565155
1501,2123 High Street,,,,,,
1502,1175 South Clayton Street,80210,Denver,CO,39.695178,-104.954993,1311765
1503,1579 Osceola Street,80204,Denver,CO,39.742283,-105.038465,774001
1504,1060 Bannock Street,,,,,,
1505,1429 Knox Court,80204,Denver,CO,39.739105,-105.032593,361772
1506,5822 East Severn Place,,,,,,
1507,1610 Gaylord Street,,,,,,
1508,1974 South Clarkson Street,80210,Denver,CO,39.680754,-104.977771,1005833
1509,3120 Stuart Street,80212,Denver,CO,39.761551,-105.042518,1202651
1510,3139 Tejon Street,80211,Denver,CO,39.761546,-105.011467,378254
1511,3210 West 30th Avenue,80211,Denver,CO,39.760049,-105.028486,515693
1512,1184 South Beach Court,80219,Denver,CO,39.69531,-105.017165,348730
1513,4471 East Utah Place,,,,,,
1514,1010 Ogden Street,80218,Denver,CO,39.732342,-104.974956,643767
1515,21447 East 54th Place,,,,,,
1516,4519 East Montana Place,,,,,,
1517,1601 South Emerson Street,80210,Denver,CO,39.687374,-104.977185,900386
1518,1400 Arapahoe Street,,,,,,
1519,1011 West 14th Avenue,80204,Denver,CO,39.738595,-105.000662,449226
1520,992 Elm Street,,,,,,
1521,1327 South Humboldt Street,80210,Denver,CO,39.692397,-104.970221,818106
1522,2612 Champa Street,,,,,,
1523,2926 Akron Court,,,,,,
1524,3200 West 26th Avenue,80211,Denver,CO,39.754626,-105.028605,493084
1525,326 West 12th Avenue,,,,,,
1526,4320 Bryant Street,80211,Denver,CO,39.77581,-105.018536,567616
1527,2427 Gilpin Street,80205,Denver,CO,39.752527,-104.96753,583381
1528,1300 East 21st Avenue,80205,Denver,CO,39.747881,-104.972059,4358892
1529,156 Clay Street,80219,Denver,CO,39.719464,-105.020136,349438
1530,274 Detroit Street,,,,,,
1531,2313 West 46th Avenue,80211,Denver,CO,39.78041,-105.014966,519078
1532,1925 West 38th Avenue,80211,Denver,CO,39.769553,-105.010327,501811
1533,137 South Pearl Street,80209,Denver,CO,39.713984,-104.980707,660488
1534,4023 Zuni Street,,,,,,
1535,3037 West 37th Avenue,80211,Denver,CO,39.767667,-105.026397,947770
1536,3933 West Colfax Avenue,80204,Denver,CO,39.740337,-105.038529,
1537,3336 West 34th Avenue,80211,Denver,CO,39.764534,-105.030974,680010
1538,330 Santa Fe Drive,80223,Denver,CO,39.721602,-104.998285,558502
1539,1041 Acoma Street,,,,,,
1540,1711 South Pearl Street,,,,,,
1541,20371 East 41st Place,,,,,,
1542,2816 Umatilla Street,80211,Denver,CO,39.75744,-105.011529,435237
1543,1105 Eudora Street,80220,Denver,CO,39.731789,-104.931064,250786
1544,3750 West 46th Avenue,80211,Denver,CO,39.779985,-105.036729,670533
1545,2546 California Street,80205,Denver,CO,39.75404,-104.980238,362923
1546,166 South Logan Street,80209,Denver,CO,39.71349,-104.982368,
1547,2108 Federal Boulevard,80211,Denver,CO,39.749009,-105.02474,587478
1548,3791 East Iowa Avenue,,,,,,
1549,2533 West 32nd Avenue,80211,Denver,CO,39.762255,-105.018208,1083886
1550,3101 Walnut Street,80205,Denver,CO,39.764122,-104.980193,
1551,1136 Bannock Street,80204,Denver,CO,39.730903,-104.990823,
1552,1136 Cherokee Street,80204,Denver,CO,39.734487,-104.991283,1657582
1553,941 Lafayette Street,80218,Denver,CO,39.7312,-104.97096,869328
1554,1010 Bannock Street,,,,,,
1555,2068 East 38th Avenue,,,,,,
1556,3798 West 27th Avenue,,,,,,
1557,3556 West 36th Avenue,80212,Denver,CO,39.76639,-105.046334,514101
1558,1412 East 14th Avenue,80218,Denver,CO,39.738256,-104.970265,976626
1559,5033 Wyandot Street,80221,Denver,CO,39.788125,-105.015005,436531
1560,2085 South Xavier Street,80219,Denver,CO,39.679546,-105.050332,397342
1561,1345 Monroe Street,80206,Denver,CO,39.737592,-104.945371,
1562,5089 West 16th Avenue,,,,,,
1563,1628 Zenobia Street,80204,Denver,CO,39.742509,-105.051781,605574
1564,1614 Yates Street,80204,Denver,CO,39.742723,-105.050572,470457
1565,696 East 8th Avenue,,,,,,
1566,1517 East Virginia Avenue,80209,Denver,CO,39.707726,-104.969377,560189
1567,1573 Harrison Street,,,,,,
1568,226 West 3rd Avenue,80223,Denver,CO,39.720726,-104.991609,609958
1569,729 South Williams Street,,,,,,
1570,3337 Williams Street,80205,Denver,CO,39.764009,-104.966289,350275
1571,1816 West 48th Avenue,,,,,,
1572,5562 Joplin Street,80239,Denver,CO,39.796825,-104.802225,339379
1573,1028 Acoma Street,,,,,,
1574,3536 West 41st Avenue,80211,Denver,CO,39.772805,-105.033905,646572
1575,5208 East Missouri Avenue,,,,,,
1576,2751 Hazel Court,80211,Denver,CO,39.757076,-105.027912,814714
1577,2727 Columbine Street,,,,,,
1578,2949 Race Street,80205,Denver,CO,39.759193,-104.963819,479678
1579,226 West 12th Avenue,,,,,,
1580,1295 East 29th Avenue,80205,Denver,CO,39.758426,-104.972452,907517
1581,2609 East 12th Avenue,,,,,,
1582,1330 Fox Street,80204,Denver,CO,39.737611,-104.994976,
1583,4988 Federal Boulevard,,,,,,
1584,340 Fox Street,80223,Denver,CO,39.721747,-104.994858,428998
1585,154 South Pennsylvania Street,80209,Denver,CO,39.713682,-104.981212,534147
1586,823 Cook Street,80206,Denver,CO,39.729612,-104.947599,839796
1587,4650 Columbine (1-way thru 4/20),,,,,,
1588,2226 Emerson Street,80205,Denver,CO,39.749996,-104.975428,735061
1589,357 Madison Street,80206,Denver,CO,39.7221,-104.946512,3207030
1590,766 King Street,80204,Denver,CO,39.72899,-105.033382,388648
1591,1848 West 35th Avenue,80211,Denver,CO,39.765551,-105.009213,443537
1592,3842 Quivas Street,80211,Denver,CO,39.770132,-105.00772,788920
1593,2823 West 28th Avenue,80211,Denver,CO,39.75755,-105.022921,
1594,1395 Tennyson Street,80204,Denver,CO,39.738297,-105.044333,536014
1595,624 Lowell Boulevard,80204,Denver,CO,39.726675,-105.03479,388234
1596,1950 East Amherst Avenue,80210,Denver,CO,39.665817,-104.964533,651956
1597,2595 South Franklin Street,80210,Denver,CO,39.669738,-104.969101,510344
1598,781 Oneida Street,80220,Denver,CO,39.728839,-104.908556,723480
1599,2601 Elizabeth Street,80205,Denver,CO,39.7551,-104.956,484468
1600,3940 West Colfax Avenue,80204,Denver,CO,39.736479,-105.038624,525155
1601,4575 West 34th Avenue,80212,Denver,CO,39.765051,-105.046654,703650
1602,7808 East 29th Avenue,,,,,,
1603,4460 Irving Street,80211,Denver,CO,39.77774,-105.029582,1403306
1604,543 Bannock Street,80204,Denver,CO,39.724998,-104.99121,652978
1605,1841 South Filbert Court,,,,,,
1606,1039 West 13th Avenue,80204,Denver,CO,39.737059,-105.001317,
1607,4485 Perry Street,80212,Denver,CO,39.778091,-105.039555,507848
1608,788 West 8th Avenue,80204,Denver,CO,39.728696,-104.997247,
1609,5455 East Thrill Place,80207,Denver,CO,39.763124,-104.92447,380642
1610,1835 Gaylord Street,80206,Denver,CO,39.745486,-104.96134,931638
1611,4321 Bryant Street,80211,Denver,CO,39.775819,-105.019392,578715
1612,3000 Brighton Boulevard,,,,,,
1613,3354 Vallejo Street,80211,Denver,CO,39.764201,-105.012442,858288
1614,1062 East Jewell Avenue,,,,,,
1615,851 South Oneida Street,80224,Denver,CO,39.703048,-104.908937,611608
1616,1862 South Jersey Way,,,,,,
1617,2800 Harrison Street,80210,Denver,CO,39.665329,-104.941444,445401
1618,328 South Logan Street,80209,Denver,CO,39.710513,-104.982354,484479
1619,800 Lincoln Street,,,,,,
1620,4722 East 14th Avenue,,,,,,
1621,3756 Lafayette Street,80205,Denver,CO,39.769232,-104.970491,348106
1622,3001 Zenobia Street,80212,Denver,CO,39.760422,-105.052397,725768
1623,45 South Pennsylvania Street,80209,Denver,CO,39.715723,-104.981783,416669
1624,1545 Champa Street,,,,,,
1625,3376 Stuart Street,80212,Denver,CO,39.765316,-105.04253,647133
1626,2149 High Street,80205,Denver,CO,39.749102,-104.965049,814757
1627,3055 West 24th Avenue,80211,Denver,CO,39.75269,-105.026579,740077
1628,4965 Zuni Street,80221,Denver,CO,39.786868,-105.016173,359779
1629,3495 Lawrence Street,80205,Denver,CO,39.766255,-104.974112,519844
1630,2950 West 44th Avenue,,,,,,
1631,3946 Perry Street,80212,Denver,CO,39.772337,-105.038996,472256
1632,4292 Green Court,80211,Denver,CO,39.776462,-105.026138,724563
1633,4821 Perry Street,80212,Denver,CO,39.784231,-105.039564,430165
1634,534 West 4th Avenue,80223,Denver,CO,39.722256,-104.995036,469019
1635,3381 West 33rd Avenue,80211,Denver,CO,39.764115,-105.031956,446427
1636,5180 Granby Street,80239,Denver,CO,39.787061,-104.81027,356741
1637,502 25th Street,80205,Denver,CO,39.752403,-104.980591,
1638,2629 Clayton Street,80205,Denver,CO,39.755036,-104.95524,574756
1639,3499 East 31st Avenue,80205,Denver,CO,39.760829,-104.94617,504205
1640,2143 Grove Street,80211,Denver,CO,39.749761,-105.027184,844177
1641,8611 Beekman Place,80216,Denver,CO,39.789609,-104.886579,
1642,4511 Vrain Street,80212,Denver,CO,39.77866,-105.046593,546170
1643,2811 Federal Boulevard,80211,Denver,CO,39.757564,-105.025664,604484
1644,1132 Marion Street,80218,Denver,CO,39.734231,-104.971491,894998
1645,3571 West Walsh Place,80219,Denver,CO,39.703365,-105.034182,322059
1646,3281 Steele Street,,,,,,
1647,2411 East 5th Avenue,80206,Denver,CO,39.724499,-104.957889,2573142
1648,4559 Meade Street,80211,Denver,CO,39.779372,-105.036088,430106
1649,1138 Marion Street,80218,Denver,CO,39.734345,-104.971492,
1650,754 Birch Street,80220,Denver,CO,39.728428,-104.935718,777798
1651,125 South Bryant Street,80219,Denver,CO,39.714396,-105.018308,365399
1652,3504 High Street,,,,,,
1653,1598 West 51st Avenue,80221,Denver,CO,39.788396,-105.006185,359100
1654,2032 West 33rd Avenue,80211,Denver,CO,39.763101,-105.011738,901334
1655,3704 Gilpin Street,80205,Denver,CO,39.76841,-104.966835,409159
1656,2663 Martin Luther King Jr Boulevard,,,,,,
1657,3255 South Parker Road,80014,Denver,CO,39.657698,-104.850155,
1658,3071 Garfield Street,,,,,,
1659,1335 Milwaukee Street,80206,Denver,CO,39.737464,-104.951986,834106
1660,3267 Leyden Street,,,,,,
1661,3000 California Street,,,,,,
1662,3120 Irving Street,,,,,,
1663,2400 Washington Street,80205,Denver,CO,39.75214,-104.978009,596701
1664,3249 Madison Street,80205,Denver,CO,39.762895,-104.946722,389605
1665,3315 West 21st Avenue,80211,Denver,CO,39.749023,-105.030369,937856
1666,5450 Evans Place,,,,,,
1667,1653 Boulder Street,80211,Denver,CO,39.760155,-105.009674,401002
1668,2650 18th Street,,,,,,
1669,2050 Ogden Street,80205,Denver,CO,39.748561,-104.974207,
1670,3353 Lawrence Street,80205,Denver,CO,39.765347,-104.975282,676303
1671,1015 Tennyson Street,80204,Denver,CO,39.733181,-105.044327,609110
1672,3712 Glencoe Street,,,,,,
1673,3651 High Street,80205,Denver,CO,39.767891,-104.965048,434534
1674,1064 South York Street,80209,Denver,CO,39.697143,-104.960266,992004
1675,1050 Sherman Street,80203,Denver,CO,39.732933,-104.984222,
1676,1226 Quince Street,,,,,,
1677,100 East 11th Avenue,80203,Denver,CO,39.743007,-104.983102,
1678,1717 Federal Boulevard,,,,,,
1679,4322 West 35th Avenue,80212,Denver,CO,39.765585,-105.043683,
1680,3601 Raleigh Street,80212,Denver,CO,39.76673,-105.041964,732189
1681,1410 York Street,80206,Denver,CO,39.73876,-104.959468,
1682,1254 Washington Street,80203,Denver,CO,39.736176,-104.978409,689861
1683,1340 Quince Street,,,,,,
1684,718 South Krameria Street,,,,,,
1685,2734 West 35th Avenue,80211,Denver,CO,39.765199,-105.021325,1174486
1686,2305 Emerson Street,,,,,,
1687,1816 South Clarkson Street,80210,Denver,CO,39.683642,-104.977782,860323
1688,3304 West 19th Avenue,80204,Denver,CO,39.746195,-105.030316,617337
1689,1072 Pearl Street,80203,Denver,CO,39.733351,-104.979673,
1690,1465 South Vine Street,80210,Denver,CO,39.690002,-104.963215,1336927
1691,3229 West 20th Avenue,80211,Denver,CO,39.747733,-105.029026,788771
1692,2105 West 34th Avenue,80211,Denver,CO,39.764669,-105.012129,605410
1693,2910 Gaylord Street,80205,Denver,CO,39.758531,-104.960631,635234
1694,2700 California Street,80205,Denver,CO,39.755623,-104.978208,251300
1695,2906 East 40th Avenue,,,,,,
1696,20089 East 48th Place,,,,,,
1697,9199 East Mississippi Avenue,,,,,,
1698,1200 Josephine Street,80206,Denver,CO,39.735315,-104.95837,854055
1699,1839 South Kearney Street,80224,Denver,CO,39.683299,-104.917432,472358
1700,436 South Corona Street,80209,Denver,CO,39.708635,-104.974218,532267
1701,2823 Wyandot Street,80211,Denver,CO,39.75751,-105.014838,760054
1702,3715 Zenobia Street,80212,Denver,CO,39.767876,-105.052396,578150
1703,4502 Elm Court,80211,Denver,CO,39.778551,-105.022502,550348
1704,2321 West 31st Avenue,80211,Denver,CO,39.761022,-105.015013,951681
1705,1035 Pearl Street,80203,Denver,CO,39.732781,-104.980154,
1706,3615 E 28th Avenue,80205,Denver,CO,39.758441,-104.944606,413063
1707,2731 West Harvard Avenue,,,,,,
1708,3051 West Scott Place,80211,Denver,CO,39.779194,-105.026456,1182481
1709,2630 West 36th Avenue,80211,Denver,CO,39.766509,-105.019737,546252
1710,4956 Knox Court,80221,Denver,CO,39.786459,-105.031908,436060
1711,135 Logan Street,80203,Denver,CO,39.719018,-104.982933,902222
1712,3230 South University Boulevard,80210,Denver,CO,39.657794,-104.959093,596526
1713,1878 Vine Street,80206,Denver,CO,39.746171,-104.961875,
1714,3521 Marion Street,80205,Denver,CO,39.766229,-104.972458,456624
1715,1027 32nd Street,80205,Denver,CO,39.762642,-104.975786,835282
1716,2122 West 42nd Avenue,80211,Denver,CO,39.773979,-105.013053,441042
1717,2631 York Street,80205,Denver,CO,39.755134,-104.960109,523958
1718,2216 East 23rd Avenue,80205,Denver,CO,39.750466,-104.960473,446435
1719,910 Steele Street,80206,Denver,CO,39.730797,-104.949169,729840
1720,3242 Williams Street,80205,Denver,CO,39.762881,-104.965602,559369
1721,4001 Alcott Street,80211,Denver,CO,39.771873,-105.017753,659033
1722,4839 East 16th Avenue,,,,,,
1723,4762 East 2nd Avenue,,,,,,
1724,4120 Ireland Street,,,,,,
1725,1741 Boulder Street,80211,Denver,CO,39.760913,-105.008883,757257
1726,1219 Emerson Street,,,,,,
1727,4518 Beach Court,80211,Denver,CO,39.778233,-105.01788,705913
1728,75 West Cedar Avenue,80223,Denver,CO,39.713256,-104.989378,544702
1729,3605 Raleigh Street,80212,Denver,CO,39.766868,-105.041965,520867
1730,1426 Champa Street,,,,,,
1731,3317 West 26th Avenue,80211,Denver,CO,39.755096,-105.030382,785142
1732,3100 Vallejo Street,80211,Denver,CO,39.760952,-105.012883,769598
1733,18873 Mitchell Place,80249,Denver,CO,39.775549,-104.767332,436594
1734,2115 Lowell Boulevard,80211,Denver,CO,39.749156,-105.034924,577551
1735,18998 Kelly Place,,,,,,
1736,2829 West 34th Avenue,80211,Denver,CO,39.764657,-105.02281,976925
1737,605 East 9th Avenue,80203,Denver,CO,39.730605,-104.979504,1468418
1738,3437 Humboldt Street,80205,Denver,CO,39.765269,-104.970002,585812
1739,5163 East 25th Avenue,,,,,,
1740,1831 South Williams Street,80210,Denver,CO,39.683294,-104.966684,592733
1741,3045 West 45th Avenue,80211,Denver,CO,39.778128,-105.026322,614405
1742,2436 Gaylord Street,80205,Denver,CO,39.752692,-104.960641,526395
1743,7864 East 49th Place,,,,,,
1744,4517 Federal Boulevard,80211,Denver,CO,39.778393,-105.025567,404256
1745,3804 Newport Street,,,,,,
1746,4434 Grove Street,80211,Denver,CO,39.777391,-105.026406,645887
1747,3024 West Scott Place,80211,Denver,CO,39.778751,-105.025912,586019
1748,1878 South Logan Street,80210,Denver,CO,39.682544,-104.982489,615590
1749,2425 Downing Street,80205,Denver,CO,39.752499,-104.973701,906417
1750,5024 West 34th Avenue,80212,Denver,CO,39.764549,-105.051325,560457
1751,8052 East Jefferson Avenue,,,,,,
1752,1515 Madison Street,,,,,,
1753,1063 Harrison Street,80206,Denver,CO,39.733271,-104.942117,658042
1754,3521 West Conejos Place,80204,Denver,CO,39.7418,-105.033929,
1755,630 East 16th Avenue,80203,Denver,CO,39.741546,-104.979173,
1756,2599 East 36th Avenue,,,,,,
1757,1405 King Street,80204,Denver,CO,39.738643,-105.033751,660694
1758,3536 Williams Street,80205,Denver,CO,39.766456,-104.965595,515271
1759,1544 Monroe Street,,,,,,
1760,3268 West 32nd Avenue,,,,,,
1761,3633 Osceola Street,80212,Denver,CO,39.76739,-105.038458,504672
1762,18983 Mitchell Place,,,,,,
1763,2658 Monroe Street,80205,Denver,CO,39.755515,-104.944987,546561
1764,5621 West 50th Avenue,80212,Denver,CO,39.787701,-105.058043,553340
1765,3050 Champa Street,,,,,,
1766,4566 West 34th Avenue,80212,Denver,CO,39.764628,-105.046619,494580
1767,4787 East 36th Avenue,,,,,,
1768,3171 East 35th Avenue,,,,,,
1769,2433 Curtis Street,,,,,,
1770,45 Bannock Street,80223,Denver,CO,39.717674,-104.991133,481070
1771,1416 South Columbine Street,80210,Denver,CO,39.690709,-104.956661,1394466
1772,1325 East 22nd Avenue,80205,Denver,CO,39.749618,-104.971232,
1773,4855 North Jericho Street,,,,,,
1774,1739 South Tejon Street,,,,,,
1775,4220 Broadway,,,,,,
1776,1371 Olive Street,80220,Denver,CO,39.738535,-104.907263,405717
1777,6200 East 35th Avenue,80207,Denver,CO,39.765462,-104.915893,
1778,818 East 23rd Avenue,80205,Denver,CO,39.750579,-104.976419,179997
1779,1424 King Street,80204,Denver,CO,39.738995,-105.033245,352897
1780,2963 Julian Street,80211,Denver,CO,39.759964,-105.032548,1009225
1781,4868 North Jebel Street,,,,,,
1782,3215 Champa Street,80205,Denver,CO,39.761905,-104.974545,738303
1783,5196 Eliot Street,80221,Denver,CO,39.790905,-105.023645,327710
1784,1422 East 22nd Avenue,80205,Denver,CO,39.749248,-104.969999,
1785,3709 East 37th Avenue,,,,,,
1786,38 Steele Street,80209,Denver,CO,39.710212,-104.948752,1671964
1787,128 Adams Street,,,,,,
1788,4122 Umatilla Street,80211,Denver,CO,39.773419,-105.012047,454308
1789,1031 Lowell Boulevard,80204,Denver,CO,39.733612,-105.034951,634910
1790,1741 South Milwaukee Street,80210,Denver,CO,39.683162,-104.952604,552861
1791,4594 Vallejo Street,80211,Denver,CO,39.780013,-105.012377,537253
1792,1027 32nd Street,80205,Denver,CO,39.762642,-104.975786,835282
1793,2309 Emerson Street,80205,Denver,CO,39.750995,-104.976094,1112571
1794,3126 West 18th Avenue,80204,Denver,CO,39.744668,-105.027745,
1795,3891 Utica Street,80212,Denver,CO,39.771044,-105.04549,452304
1796,42 East Colorado Avenue,,,,,,
1797,2005 West 33rd Avenue,,,,,,
1798,3100 Downing Street,80205,Denver,CO,39.760915,-104.972988,
1799,3100 West 18th Avenue,80204,Denver,CO,39.744979,-105.027174,640629
1800,2501 Welton Street,,,,,,
1801,3029 Curtis Street,80205,Denver,CO,39.760852,-104.977613,783717
1802,1234 Logan Street,80203,Denver,CO,39.735798,-104.981939,433470
1803,1156 Logan Street,80203,Denver,CO,39.734753,-104.982043,306431
1804,2130 King Street,80211,Denver,CO,39.749254,-105.032754,512537
1805,1001 Perry Street,,,,,,
1806,2510 Eliot Street,80211,Denver,CO,39.753929,-105.023359,733371
1807,524 Cook Street,80206,Denver,CO,39.724682,-104.947026,1627514
1808,959 Perry Street,80204,Denver,CO,39.732687,-105.039792,391022
1809,2601 Colorado Boulevard,,,,,,
1810,4252 Eliot Street,80211,Denver,CO,39.775167,-105.023258,622530
1811,943 Newton Street,80204,Denver,CO,39.731785,-105.037625,1115107
1812,935 Perry Street,80204,Denver,CO,39.731927,-105.039788,418457
1813,2580 Albion Street,,,,,,
1814,4537 Quitman Street,80212,Denver,CO,39.77908,-105.040715,576061
1815,2355 Emerson Street,80205,Denver,CO,39.751791,-104.976084,504830
1816,1865 Gaylord Street,80206,Denver,CO,39.746036,-104.961342,612069
1817,1425 East 24th Avenue,80205,Denver,CO,39.752176,-104.970096,459006
1818,4764 East Utah Place,,,,,,
1819,3100 Saint Paul Street,80205,Denver,CO,39.7609,-104.950821,614321
