,summary,description,neighborhood_overview,availability_30,availability_60,availability_90,availability_365,price,cleaning_fee,security_deposit,accommodates,bedrooms,bathrooms,property_type,room_type,latitude,longitude,zipcode,price_bin,Log_Price,areas,Reservations_In_Next_90_Days,types,nlp_topic
2899,"Located in the historical Baker Neighborhood in Denver CO. Walking distance to many restaurants, bars, and coffee shops. This Studio is located in the center of Downtown Denver; you can bike, scoot, or ride share to all the amazing attractions that Denver has to offer. We are in the center of all the amazing places to explore in Denver!","Located in the historical Baker Neighborhood in Denver CO. Walking distance to many restaurants, bars, and coffee shops. This Studio is located in the center of Downtown Denver; you can bike, scoot, or ride share to all the amazing attractions that Denver has to offer. We are in the center of all the amazing places to explore in Denver! The Studio is fully loaded with a kitchen that includes an electric stove, microwave, small fridge, sink and mini oven. All cookware and dishes included. The bathroom is a 3/4 bath with a shower, sink and toilet. Toiletries and towels are included, The entire Studio Apartment. Owners are locals and are around to help you with anything you need, answer questions and give recommendations about Denver. The Baker neighborhood is a diverse, dynamic neighborhood located in the urban core of Denver, Colorado. First plotted and developed in the 1870s, Baker has played a central role in the history of Denver.  Today Baker enjoys a number of qualities and charact","The Baker neighborhood is a diverse, dynamic neighborhood located in the urban core of Denver, Colorado. First plotted and developed in the 1870s, Baker has played a central role in the history of Denver.  Today Baker enjoys a number of qualities and characteristics that make it a vibrant urban neighborhood including a diverse urban population, preserved historic homes, proximity to Broadway’s Main Street development which promises diverse shopping, casual and fine dining, and an array of entertainment, as well as access to mass transit. -Baker Historic Neighborhood Association-",4,12,18,74,103,50,0,3,0,1.0,Apartment,Entire home/apt,39.724959999999996,-104.99082,80204,100_200,2.01283722470517,central,72,2,7
2921,"Denver has a lot of great parks, so we’ve themed each room as a park located here in Denver to encourage you to get out and visit them. Beautiful two story home on corner lot in Wellshire! Light, bright and open floor plan with vaulted foyer. The kitchen features granite counter, SS appliances, a center island with breakfast bar and a formal eating space. Spacious 5 Bed, 5 Bath home is close to shops and gyms. Also it is located 1.4 miles from DU and 1 mile to light rails. Private Bath in room.","Denver has a lot of great parks, so we’ve themed each room as a park located here in Denver to encourage you to get out and visit them. Beautiful two story home on corner lot in Wellshire! Light, bright and open floor plan with vaulted foyer. The kitchen features granite counter, SS appliances, a center island with breakfast bar and a formal eating space. Spacious 5 Bed, 5 Bath home is close to shops and gyms. Also it is located 1.4 miles from DU and 1 mile to light rails. Private Bath in room. The room has a queen sized bed, dresser, closet and night stand. I am around, and will make coffee each morning. You will also see my Bernese Mountain dog when I'm around, but when I'm gone he will be in my room. He is very sweet and will be happy to have you around. Close to shops, parks, and gyms. Also it is located 1.4 miles from DU and 1 mile to the light rail. Located 1.4 miles from DU and 1 mile to the light rail. Uber, Lyft, Car 2 Go, and Scooters are near by. Parking: Absolutely (100%) m","Close to shops, parks, and gyms. Also it is located 1.4 miles from DU and 1 mile to the light rail.",1,1,1,274,35,60,100,2,1,1.0,House,Private room,39.666909999999994,-104.94203999999999,80210,under_100,1.5440680443502801,south,89,1,4
2953,"The house accommodations up to 12 guests!  Just a short walk away to Cranmer Park and Cherry Creek neighborhood. Cherry Creek has some of Denver's best restaurants and shopping! Hilltop is a secure, friendly neighborhood. Perfect walkable Denver neighborhood for traveling families. Minutes to get to public transit. Our house is 5 bedrooms, 3.5 bath, laundry on-site. Large kitchen, with Wolf range & dining area. Relaxing covered backyard seating area & swing set.","The house accommodations up to 12 guests!  Just a short walk away to Cranmer Park and Cherry Creek neighborhood. Cherry Creek has some of Denver's best restaurants and shopping! Hilltop is a secure, friendly neighborhood. Perfect walkable Denver neighborhood for traveling families. Minutes to get to public transit. Our house is 5 bedrooms, 3.5 bath, laundry on-site. Large kitchen, with Wolf range & dining area. Relaxing covered backyard seating area & swing set. This home is perfect for families, couples, business travelers, solo adventures, girl's trip, guy's trip or even a dinner party ... basically anyone who wants to be accessible to the best that Denver has to offer!  The dining room table can seat up to eight people for a dinner party. By request we can have a private Chef come in and cook for your dinner party. The house is not available for one night House Parties! Please read House Rules before booking. There is a pack & play by request and queen blow up mattress available.  L",0,15,16,16,16,250,250,200,12,5,3.5,House,Entire home/apt,39.71745,-104.93356999999999,80220,200_or_more,2.39794000867204,east,74,1,4
2974,Welcome to my home! It's a great location in a quiet neighborhood on the southwest side of the city. If you want to get to downtown it's 10 minutes in an Uber or 30 minutes on public transit. If you're headed to red rocks this is a great location! It's just about 20 minutes down the road and you can easily Uber over for a show. To get to the mountains just jump on 25 which is half a mile away! I like to leave local recommendations for all my guests so if you need help planning just ask!,"Welcome to my home! It's a great location in a quiet neighborhood on the southwest side of the city. If you want to get to downtown it's 10 minutes in an Uber or 30 minutes on public transit. If you're headed to red rocks this is a great location! It's just about 20 minutes down the road and you can easily Uber over for a show. To get to the mountains just jump on 25 which is half a mile away! I like to leave local recommendations for all my guests so if you need help planning just ask! Almost totally remodeled home (I have a few details left!). Right now there a queen size bed, a super comfortable futon, space for an air mattress and a large couch.  My yard is on of my favorite spaces, with plenty of room to hang out or play fetch if you bring your doggy. The house is close to baker and South Broadway which are two of the coolest neighborhoods in Denver right now. You can take an Uber there for sometimes as low as $3.  Freeway access to the mountains is easy, but if you don't have muc",The neighborhood is mainly quiet. My neighbors are super nice. One owns a French wine bar on South Broadway called la course. Drop by and say hi to Janet! There a great little run that goes around Huston lake. If you can rent bikes it's an easy ride to Baker or a peaceful ride down the Platte River trail into downtown.,0,4,4,4,115,30,100,4,2,1.0,House,Entire home/apt,39.7006,-105.00844,80223,100_200,2.06069784035361,south,86,1,4
2976,"Welcome to my home while you explore Denver, Colorado.  The house is 5 minutes from Cherry Creek & light rail station, 10 minutes from the University of Denver, and a 15 minute drive to Downtown Denver & the Denver Tech Center.   My cozy and inviting home is stocked with the essentials.  Located on a quiet, tree-lined street. The huge back yard is great for kids, and dining outdoors.  Lots of Shopping, Entertainment, Dining, and Parks, Lakes & Trails abound nearby. Free parking","Welcome to my home while you explore Denver, Colorado.  The house is 5 minutes from Cherry Creek & light rail station, 10 minutes from the University of Denver, and a 15 minute drive to Downtown Denver & the Denver Tech Center.   My cozy and inviting home is stocked with the essentials.  Located on a quiet, tree-lined street. The huge back yard is great for kids, and dining outdoors.  Lots of Shopping, Entertainment, Dining, and Parks, Lakes & Trails abound nearby. Free parking This 2 bedroom, 1 bathroom home can comfortably accommodate 3 guests, with the possibility of one more.  • First bedroom with a king size bed. • Second bedroom has a twin size foldout couch.  • Living room has large couch.     • Outdoor dining set in backyard to enjoy the Colorado evening.  • All the amenities you should need for your stay including all of your cooking needs, coffee maker, shampoo, bath wash, coffee, condiments, spices, oil, butter etc. I will be available via phone during your stay or any of yo",0,0,7,7,7,129,75,200,3,2,1.0,House,Entire home/apt,39.694109999999995,-104.92971000000001,80246,100_200,2.1105897102992497,southeast,83,1,4
3046,"You will be staying in the Cherry Creek North neighborhood, one of Denver's most upscale neighborhoods, with an easy walk to great shopping, dining, coffee shops and galleries.","You will be staying in the Cherry Creek North neighborhood, one of Denver's most upscale neighborhoods, with an easy walk to great shopping, dining, coffee shops and galleries. An ""Old World Charm"" apartment with lots of sunshine, hard wood floors, working fire place, sunroom, kitchen, and private patio.  Convenient street parking, close to downtown, sports venues, and easy access to highways to the mountains. You have access to the entire private main floor apartment and its patio located outside the sunroom.  The only shared space in the building is the washer and dryer which is located in the building's basement.  After arrival, if you wish, we will you show where the washer and dryer is located and how to use them . Rene and Kent are available by text and will be living in the upper floor unit. Within walking distance to Cherry Creek Mall and Cherry Creek North Shopping District with many boutique shops.  Aviano is a great coffee shop and Cherry Cricket is well known for its burger","Within walking distance to Cherry Creek Mall and Cherry Creek North Shopping District with many boutique shops.  Aviano is a great coffee shop and Cherry Cricket is well known for its burgers, beers, and casual dining.",13,13,13,13,200,50,0,4,2,1.0,Apartment,Entire home/apt,39.72463,-104.94729,80206,100_200,2.30102999566398,central,77,2,7
3072,"Fully furnished recently remodeled house near downtown with a fantastic backyard and 2 car garage. This is the perfect house for a stay while on business in Denver, traveling with the family or in between homes.","Fully furnished recently remodeled house near downtown with a fantastic backyard and 2 car garage. This is the perfect house for a stay while on business in Denver, traveling with the family or in between homes. This is an amazing fully furnished 3 bed/ 2 bath home for rent in a great neighborhood. It has a gorgeous backyard perfect for pets and a 2 car detached garage. You will love living close to downtown but in a neighborhood. The kitchen features granite counters and stainless look appliances. Washer and dryer in unit. The living room features a smart TV and comfortable sectional sofa. Each of the larger bedrooms has a queen size bed. The 3rd bedroom has a small desk and twin daybed perfect for a child or guest room. Two nicely update bathrooms, and a comfy living room and dining room. We will allow pets with additional deposit. We will accept rental terms of at least 30 days. We specialize in 3-6 month stays for traveling corporate housing, nurses, business people or people in be",Quiet residential neighborhood close to downtown and the highlands. Multiple restaurants within walking distance.,0,2,2,151,150,150,3000,5,3,2.0,House,Entire home/apt,39.78286,-105.01868999999999,80211,100_200,2.17609125905568,northwest,88,1,0
3085,"This is a very charming first floor studio, great location to grab drink and food, one block from Filmore Auditorium , X-bar and lots more  7 blocks from 16th street, 3-5 min drive to downtown and normally Uber or Lyft it’s around $5-7 dollars also we have a lot scooters around the apartment you can use as well. If you love been close to everything this place it’s PERFECT for YOU.","This is a very charming first floor studio, great location to grab drink and food, one block from Filmore Auditorium , X-bar and lots more  7 blocks from 16th street, 3-5 min drive to downtown and normally Uber or Lyft it’s around $5-7 dollars also we have a lot scooters around the apartment you can use as well. If you love been close to everything this place it’s PERFECT for YOU. Uptown location, lots of coffee shops, restaurants and bars Very close to downtown.","Uptown location, lots of coffee shops, restaurants and bars Very close to downtown.",2,2,2,2,76,30,0,2,1,1.0,Apartment,Entire home/apt,39.74183,-104.97921000000001,80203,under_100,1.8808135922807898,central,88,2,7
3091,"New,  modern, light, townhouse with private bedroom and bathroom.  The room for rent has a closet for your use. The communal space has an open floor plan, high ceilings, full kitchen with seating at island, kitchen table, and living room.  Rooftop deck with mountain & city views.","New,  modern, light, townhouse with private bedroom and bathroom.  The room for rent has a closet for your use. The communal space has an open floor plan, high ceilings, full kitchen with seating at island, kitchen table, and living room.  Rooftop deck with mountain & city views. Modern townhouse - entrance at ground level, living room/kitchen on 2nd floor, bedroom on 3rd floor, rooftop deck above bedrooms. Guests may use living room, kitchen, laundry, rooftop deck, & balcony. This is as close to downtown & Lodo as you can get but still have a neighborhood feel. Walk to Mile High Stadium, the Aquarium, restaurants, coffee shops, and a grocery store. Scooter or Uber is all you need! Many transportation options - electric scooters, electric bikes, Uber, walk to downtown!","This is as close to downtown & Lodo as you can get but still have a neighborhood feel. Walk to Mile High Stadium, the Aquarium, restaurants, coffee shops, and a grocery store. Scooter or Uber is all you need!",7,7,7,7,50,60,0,2,1,1.0,Condominium,Private room,39.75313,-105.02261000000001,80211,under_100,1.69897000433602,northwest,83,6,0
3092,"Welcome to our bright and modern bungalow, nestled between downtown Denver and the Rocky Mountains!","Welcome to our bright and modern bungalow, nestled between downtown Denver and the Rocky Mountains! This first floor unit is the perfect base for your Colorado getaway.  Enjoy lots of natural sunlight in the open concept living space, with plenty of room to entertain. Features two private bedrooms - one with a queen bed, and one with a futon bed. Air mattress is available for an additional guest. The kitchen comes fully stocked with everything needed to cook your favorite meal. The backyard is a perfect place to grill before the big event at Mile High Stadium, or relax under the stars after a busy day downtown. We can be reached anytime via cell phone throughout your stay.  We live in the lower unit of this duplex, so can be available right away to alleviate any issues. Our neighborhood is in close proximity to many lively areas of the city.  Visitors going to Mile High Stadium for football games and concerts will find this location especially convenient.   We have a few local eateries","Our neighborhood is in close proximity to many lively areas of the city.  Visitors going to Mile High Stadium for football games and concerts will find this location especially convenient.   We have a few local eateries within the neighborhood - a Mexican restaurant, bakery, and ice cream shop are all a few blocks walk from here.  Venture a bit further out to Federal Blvd, W Colfax Ave, and the Santa Fe Arts district to find a variety of global cuisine and entertainment options. We are also close to Sloans Lake, one of the most scenic parks in Denver with beautiful views of both the city and the mountains.",1,1,1,152,120,75,0,5,2,1.0,House,Entire home/apt,39.725229999999996,-105.03803,80204,100_200,2.0791812460476202,central,89,1,0
3124,"You are booking a private room with a commercial grade 2 electronic lock. The house is large, spacious, and beautiful. It is located just minutes from Downtown Denver! You can make your stay private, quiet, and relaxing in the comfort of your themed (correct, themed rooms!) room, or enjoy the social atmosphere in the many common areas.  We have hosted over 2000 guests, and our processes and policies are fine tuned to perfection. Checkin is automated, and communication is quick. Read more below!","You are booking a private room with a commercial grade 2 electronic lock. The house is large, spacious, and beautiful. It is located just minutes from Downtown Denver! You can make your stay private, quiet, and relaxing in the comfort of your themed (correct, themed rooms!) room, or enjoy the social atmosphere in the many common areas.  We have hosted over 2000 guests, and our processes and policies are fine tuned to perfection. Checkin is automated, and communication is quick. Read more below! All our rooms are marijuana friendly as well! We are in Denver, so we use 100% Wind Power in our homes and Environmentally Friendly Laundry Detergent! Your mother would be proud if you turned off the lights every time you left a room! All of our rooms are themed, so each stay can be completely unique. The TV and Workspace desk are in the downstairs common area The whole house is free to use! Commons rooms, the yards, bathrooms and parking spaces are shared for you! You have designated space in t","A beautiful, family neighborhood surrounds this lovely house. You will love how it is barely far enough away from downtown to enjoy some quiet, while still being close enough to get involved if you wish! There are numerous parks a short walking distance away, enjoy them! Also, nearby are great restaurants (check the guidebook), shops, and entertainment! Feel free to ask about our local guide if you need help! We are well involved in the community and have many discounts at local places. They are all easily available in the locals section of your house.",1,1,4,4,55,24,100,3,1,2.0,House,Private room,39.69359,-105.03433000000001,80219,under_100,1.74036268949424,south,86,1,2
3180,"Welcome to our home!  Big Victorian with all the charm, yet fully remodeled inside and out.  Brand new furnishings provide everything you could need for your stay.  Situated between Harvard Gulch and Platt Park, we love our spot as we are walkable to all the restaurants, coffee shops, bars and breweries near Denver University, Platt Park and Broadway.  Wash Park is just a short hop away.  Use a scooter app and cruise all the local spots!  Quick access to I-25 and Sante Fe means convenience.","Welcome to our home!  Big Victorian with all the charm, yet fully remodeled inside and out.  Brand new furnishings provide everything you could need for your stay.  Situated between Harvard Gulch and Platt Park, we love our spot as we are walkable to all the restaurants, coffee shops, bars and breweries near Denver University, Platt Park and Broadway.  Wash Park is just a short hop away.  Use a scooter app and cruise all the local spots!  Quick access to I-25 and Sante Fe means convenience. All three bedrooms upstairs on the same level.  King Bed in the Master Suite with it's own bathroom with shower and tub, plus dual sinks.  The two other bedrooms share a bathroom with a shower.  The main living area has a big couch with large comfy leather reading chairs and a 60"" flat screen TV.  Second living area serves as kids room with toys, another flat screen TV, DVD player, and pullout Queen sofa for extra sleeping space.  Half bath off of this room.  Large dining room easily seats six.  Kit","So much to see here in Denver!  We love being walking distance to the beautiful Denver University campus.  We also frequently walk or ride bikes to the many restaurants and breweries in the local area, such as Platt Park Brewery, Park Burger, Sushi Den, Chaos Pizza, the original Chipotle, Illegal Pete's, and any and everything on Broadway.  Wash Park is fantastic and so very close.  Breckenridge Brewery and Littleton are also just minutes away and great options for dining and drinking.",1,1,1,89,380,190,500,6,3,2.5,House,Entire home/apt,39.68401,-104.97577,80210,200_or_more,2.57978359661681,south,89,1,0
3193,This surprisingly spacious and quiet 1 bedroom with stunning ('slightly extra') balcony views is walking distance from downtown Denver in Capital Hill.,"This surprisingly spacious and quiet 1 bedroom with stunning ('slightly extra') balcony views is walking distance from downtown Denver in Capital Hill. While the building is the very first sky-rise in Denver (Eleanor Roosevelt lived here!) the updated interior and overall look will have you questioning this historical fact.  Enjoy the upper level peace, quiet, and relaxation. A & K's favorite spots:  Roostercat Too (Coffee shop) We have an extra bicycle per your request (small fee)  if you would like to borrow.  Please ask Andy",A & K's favorite spots:  Roostercat Too (Coffee shop),2,2,2,2,99,25,0,4,1,1.0,Apartment,Entire home/apt,39.72964,-104.98597,80203,under_100,1.9956351945975501,central,88,2,2
3215,"Welcome! Old meets new in this fully remodeled rowhome in the heart of Five Points. Featuring hardwood floors, beautiful exposed brick and wood-beam vaulted ceilings, this 2 bed/2bath haven lives like an oasis in the middle of the city.  Walkability is fantastic -- Close to Downtown, Rino, and only 2 blocks from the light rail.  Uber/Lyft available as well as scooters. Amazing home entertainment:  Hi-speed Wifi (250Mb package) 55"" and 50"" TVs Full cable package w/ premium channels Netflix/Hulu","Welcome! Old meets new in this fully remodeled rowhome in the heart of Five Points. Featuring hardwood floors, beautiful exposed brick and wood-beam vaulted ceilings, this 2 bed/2bath haven lives like an oasis in the middle of the city.  Walkability is fantastic -- Close to Downtown, Rino, and only 2 blocks from the light rail.  Uber/Lyft available as well as scooters. Amazing home entertainment:  Hi-speed Wifi (250Mb package) 55"" and 50"" TVs Full cable package w/ premium channels Netflix/Hulu After you wake up from restful sleep in a plush king size bed pull up a stool and have breakfast and coffee at a kitchen breakfast bar that's open and bright.  Sunlight enters through two large skylights in this modern historic house, illuminating warm hardwood floors that tie the rooms together. You can access the entire home.  Enjoy! I won't be available in person but am available via my cell at (Phone number hidden by Airbnb) If there's an emergency, you can also reach out to (Phone number hid","The townhouse is in the historic Five Points neighborhood. It's less than a mile from LoDo and the popular RiNo Art District which is known for its industrial street art, coffee shops, bars, restaurants, and breweries. It's a fun area with tons to do. Check out Fluid Coffee shop for a great morning coffee and Rosenberg's Bagels for one of the best breakfast sandwiches in Denver. For dinner head to D-Bar for award winning cuisine and incredible desserts ranging from cupcakes, cookies, milkshakes, ice cream, and more. Afterwards swing by Horseshoe Lounge for great drinks in a laidback atmosphere. Woods Boss Brewing is also a great time for any beer lovers! There's a Safeway (grocery store), Starbucks, and liquor store that are all within a 5 min walk.",0,0,2,2,249,75,0,6,2,2.0,Townhouse,Entire home/apt,39.75175,-104.97882,80205,200_or_more,2.3961993470957403,central,88,5,3
3221,"This unit is seated on the hottest corner in the Denver Lower Highlands! In the same building as Gallop Café, you will be walking distance from Denver's hottest spots including Williams & Graham, Linger, and so much more. Amenities include Tuft & Needle queen bed, hand-selected linens, industrial modern furniture, two additional sofa beds, high speed wifi mesh net, 4k TV, streaming services, keyless entry w/ flexible check-in, central HVAC, coffee bar, in-unit laundry. Please see more below...","This unit is seated on the hottest corner in the Denver Lower Highlands! In the same building as Gallop Café, you will be walking distance from Denver's hottest spots including Williams & Graham, Linger, and so much more. Amenities include Tuft & Needle queen bed, hand-selected linens, industrial modern furniture, two additional sofa beds, high speed wifi mesh net, 4k TV, streaming services, keyless entry w/ flexible check-in, central HVAC, coffee bar, in-unit laundry. Please see more below... Expanded guest amenities:    > Entire home (600 sq. ft.) is at your disposal, aside from an out-of-the-way owner's closet; this is where I keep my belongings while travelling and guests (you) are present.    > Keyless entry and flexible check-in.    > Super comfy Tuft & Needle queen bed with hand-selected bedding chosen for comfort and breathability.    > Hand-selected towels and linens, chosen for comfort.    > Complimentary High-speed wifi mesh network for seamless connectivity.    > Wireless c","The Denver Highlands is home to some of Denver’s hottest restaurants and bars. Want a quick nosh? Food is within 10 seconds from your front door. Want a night out? Speakeasies, eatuaries, sceneries, and ice creameries are all within walking distance of your stay. Want a night in? Food, wine, and other amenities are all available to go and for delivery in the immediate area.",3,3,3,3,134,35,0,4,1,1.0,Condominium,Entire home/apt,39.76191,-105.01661000000001,80211,100_200,2.12710479836481,northwest,87,6,2
3222,"Very large bedroom and bath. Home completly remodeled in 2016. Great neighborhood close to DU, Cherry Creek North, Downtown.","Very large bedroom and bath. Home completly remodeled in 2016. Great neighborhood close to DU, Cherry Creek North, Downtown.",0,0,0,19,108,50,0,0,2,1,1.0,House,Private room,39.66877,-104.94403,80210,under_100,1.69897000433602,south,71,1,4
3224,"This contemporary townhouse is peaceful and light with high ceilings and bright windows.  It is located near the University of Denver, between the energetic university area and the quiet elegance of the Observatory Park neighborhood.  Two balconies provide lovely spaces to enjoy fresh air and sunsets.  Amenities include two-car attached garage, smart TV with sound bar, washer and dryer, outdoor grill, and beautiful dinnerware.  Your host is the local owner and is pleased to assist you.","This contemporary townhouse is peaceful and light with high ceilings and bright windows.  It is located near the University of Denver, between the energetic university area and the quiet elegance of the Observatory Park neighborhood.  Two balconies provide lovely spaces to enjoy fresh air and sunsets.  Amenities include two-car attached garage, smart TV with sound bar, washer and dryer, outdoor grill, and beautiful dinnerware.  Your host is the local owner and is pleased to assist you. Four counter-height leather and walnut chairs provide seating for 2-4 at the table or for 2 at the counter. Counter-height table and chairs on the balcony off the kitchen provide seating for 4. Your local host is available during your stay. This is a great location for exploring Denver.  The University of Denver is one block to the west.  Lovely Observatory Park is 3 blocks away and popular Washington Park is 1 mile away.  Denver Botanic Gardens is 4 miles north.  Downtown Denver is 6 miles north.  A ple",This is a great location for exploring Denver.  The University of Denver is one block to the west.  Lovely Observatory Park is 3 blocks away and popular Washington Park is 1 mile away.  Denver Botanic Gardens is 4 miles north.  Downtown Denver is 6 miles north.  A plethora of restaurants line Colorado Blvd 1 mile to the east.  Whole Foods Market is 2 miles away.  Hip restaurants and shops on South Pearl Street in Platt Park are less than 2 miles away.,6,6,6,6,225,0,0,4,2,2.0,Townhouse,Entire home/apt,39.6766,-104.95707,80210,200_or_more,2.3521825181113596,south,84,5,4
3270,"Close to Denver international Airport which is within 7 miles. King soopers, walmart, Wendy, pizza hut, gas stations and others within 3 miles.","Close to Denver international Airport which is within 7 miles. King soopers, walmart, Wendy, pizza hut, gas stations and others within 3 miles.",0,2,5,5,36,55,0,0,2,1,2.0,House,Private room,39.794270000000004,-104.73885,80249,under_100,1.74036268949424,northeast,85,1,2
3289,"Beautiful and cozy original 1950s brick duplex in Denver's Sunnyside neighborhood. My home is cozy, clean, relaxed, and bohemian with a sunny yard and garden. Easy access to both the city and the mountains - perfect for your Colorado getaway!","Beautiful and cozy original 1950s brick duplex in Denver's Sunnyside neighborhood. My home is cozy, clean, relaxed, and bohemian with a sunny yard and garden. Easy access to both the city and the mountains - perfect for your Colorado getaway! Inviting and sunny boho-chic 1st floor private bedroom in cozy brick duplex - equal parts city and mountain adventurers' basecamp! Comfy full-sized bed with ample closet space and plenty of reading material. I have two private bedrooms and both are available to book separately, or book both rooms for up to 4 guests. The house is pretty quiet since I spend my weekdays working and my weekends outside enjoying all that Colorado has to offer. Your room will be on the first floor, down the hall from another bedroom that I also list - you can book either one, see link to other listing :) The bathroom and common spaces are SHARED with me and other AirBnB guests, if this is a problem for you please consider booking at another place. Laundry available in t","Sunnyside is in the northeast part of The Highlands, one of Denver's hottest neighborhoods. Historically, The Highlands was home to a cultural mix of migrant populations. Today, The Highlands maintains it's diversity bursting with unique art galleries, tiny theaters, award-winning restaurants, clothing boutiques, and craft breweries. Now a mix between million-dollar townhomes and original 1900's houses (like mine), Sunnyside and the rest of The Highlands host pockets of mixed-use areas with favorite neighborhood coffee joints and chic yoga studios. Best of all, you have easy access to all of Denver from my place - including downtown and the ultra-hip RiNo arts district - plus you're just 2 minutes from I-70 if you want to head to the mountains for the day.",13,14,14,70,45,50,100,2,1,1.0,House,Private room,39.778659999999995,-105.01097,80211,under_100,1.65321251377534,northwest,76,1,2
3299,"This gorgeous garden-level apartment was recently renovated from top to bottom. Remarkably light and bright, with its own entrance, across the street from Sloan’s Lake park, it has everything you need to add comfort and a home-away-from-home feeling to your travels. Enjoy a stroll in the park, relax in the backyard, or head up toward 32nd Street in the Highlands for restaurants and nightlife. An easy three miles from downtown, with easy access to public transit (and plenty of street parking).","This gorgeous garden-level apartment was recently renovated from top to bottom. Remarkably light and bright, with its own entrance, across the street from Sloan’s Lake park, it has everything you need to add comfort and a home-away-from-home feeling to your travels. Enjoy a stroll in the park, relax in the backyard, or head up toward 32nd Street in the Highlands for restaurants and nightlife. An easy three miles from downtown, with easy access to public transit (and plenty of street parking). The brand-new kitchen contains full-sized appliances (refrigerator/freezer, stove/oven, microwave, dishwasher, and front-loading washer & dryer). Stainless steel cookware, a crockpot, gourmet knives, a coffee pot, toaster, and all the kitchen utensils you need to create and enjoy a gourmet meal are waiting for you at the dining table. Get some rest & relaxation in the spacious living room, while enjoying the gas fireplace, a book or puzzle from the stash, and large 49” TV. The bedroom includes a q","Sloan's Lake / West Highlands is a revitalized older community, with houses dating from the 1920s on. Quiet tree-lined streets and a family-oriented neighborhood lead to a peaceful vibe. Nearby restaurants and bars on 32nd Street provide easily walkable nightlife, while the park gives a 2.5-mile running/walking loop with stunning views of the Rockies.",0,0,13,103,80,200,0,2,1,1.0,Apartment,Entire home/apt,39.75563,-105.04138,80212,under_100,1.9030899869919398,northwest,77,2,0
3310,"Modern 2 bedroom, 2.5 bathroom townhouse newly built in 2018 with all the high-end features. A custom floating staircase takes you through the 3 levels of this townhome to a private rooftop patio where you can enjoy the city views and beautiful sunsets. Relax and enjoy this luxurious and quiet home.","Modern 2 bedroom, 2.5 bathroom townhouse newly built in 2018 with all the high-end features. A custom floating staircase takes you through the 3 levels of this townhome to a private rooftop patio where you can enjoy the city views and beautiful sunsets. Relax and enjoy this luxurious and quiet home. The house is all to yourself. You will have access to many amenities including laundry, two car garage, gas grill and a private rooftop patio. You will be able to access all parts of the house. Keyless access will be provided for the Townhouse and I will send you the personalized codes for the garage and the front door prior to your arrival. I will be available via phone for any questions you have during your stay! Union Station & Downtown (3.0 miles / 10 min) Lohi (1.5 miles / 7 min) Berkeley/Tennyson (1.2 miles / 6 min) Mile High Stadium (2.5 miles / 7 min) Rino (3.3 miles / 11 min drive) Lodo & Ballpark (2.8 miles / 9 min drive) Civic Center & Golden Triangle (4.0 miles / 12 min) Red Roc",0,9,9,9,9,150,30,0,5,2,2.5,Townhouse,Entire home/apt,39.7702,-105.02426000000001,80211,100_200,2.17609125905568,northwest,81,5,4
3319,"Adorable home in the heart of Denver. This luxe home is centrally located between the Airport and Downtown Denver. Walking distance to some of Denver's greatest coffee shops, breweries and restaurants.","Adorable home in the heart of Denver. This luxe home is centrally located between the Airport and Downtown Denver. Walking distance to some of Denver's greatest coffee shops, breweries and restaurants. At least one of the hosts will always be in town during your stay. Too many great places to list - Iconic Colfax Ave. is within walking distance.  We will feature a printed guide for you to reference during your stay.",Too many great places to list - Iconic Colfax Ave. is within walking distance.  We will feature a printed guide for you to reference during your stay.,11,13,13,13,199,125,0,4,2,1.0,House,Entire home/apt,39.73722,-104.94315,80206,100_200,2.29885307640971,central,77,1,2
3329,Have you tried Airbnb? Sign up with my link and you will get up to $55 off your first trip. https://www.airbnb.com/c/aportelli2?currency=USD Not working? Sign out and use the link to create a new account. This is a budget luxury crash pad where you can book a bed in a shared room on the cheap. We do our best to maintain a very clean and comfortable environment on our end for you to enjoy. The property is in a quiet neighborhood but close to downtown. please read all our house rules.,"Have you tried Airbnb? Sign up with my link and you will get up to $55 off your first trip. https://www.airbnb.com/c/aportelli2?currency=USD Not working? Sign out and use the link to create a new account. This is a budget luxury crash pad where you can book a bed in a shared room on the cheap. We do our best to maintain a very clean and comfortable environment on our end for you to enjoy. The property is in a quiet neighborhood but close to downtown. please read all our house rules. The space will include your bed in the the room you'll share with other travelers. There's bathrooms to use with clean towels and linens. We also provide and washer and dryer with complimentary detergent.  We have a kitchen and dining area but just be laid back and quiet to respect the house.  You can help yourself to snacks, tea, coffee etc that we provide for free. No charge. There's a garage where you can watch tv or  smoke marijuana, and an outside back area for cigarette smoking. You can access your ro",0,1,1,1,242,20,0,0,3,1,2.5,House,Shared room,39.72242,-105.04213999999999,80219,under_100,1.30102999566398,south,89,1,2
