,summary,description,neighborhood_overview,availability_30,availability_60,availability_90,availability_365,price,cleaning_fee,security_deposit,accommodates,bedrooms,bathrooms,property_type,room_type,latitude,longitude,zipcode,price_bin,Log_Price,areas,Reservations_In_Next_90_Days,types,nlp_topic
1937,"Private bedroom with a separate entrance and a private bathroom! Get a taste of country life in the city, on a half-acre of farmland in Denver. Only a twenty-minute drive from downtown, this expansive, picturesque lot features a newly-renovated house with refinished hardwood floors, sleek bartops and decorative LED lighting. Highway 285 is 5 minutes away--your gateway to the Rockies. Nature abounds: songbirds, fruit trees, flowers, and pet chickens! Relax and enjoy.","Private bedroom with a separate entrance and a private bathroom! Get a taste of country life in the city, on a half-acre of farmland in Denver. Only a twenty-minute drive from downtown, this expansive, picturesque lot features a newly-renovated house with refinished hardwood floors, sleek bartops and decorative LED lighting. Highway 285 is 5 minutes away--your gateway to the Rockies. Nature abounds: songbirds, fruit trees, flowers, and pet chickens! Relax and enjoy. A baby fruit-tree orchard, hundreds of outdoor lights and outdoor dining, air conditioning, and a fully-updated kitchen. Shared kitchen, laundry room, private bathroom. We offer a social and welcoming atmosphere, while also respecting your need for privacy and quiet. A huge iris farm, a community sweat lodge, a greenbelt trail linking to endless bicycling and jogging paths--all are less than a 5-minute walk! A 5-minute drive connects you to the city lightrail system, taking you downtown and to the airport. Downtown Denver i","A huge iris farm, a community sweat lodge, a greenbelt trail linking to endless bicycling and jogging paths--all are less than a 5-minute walk!",14,39,68,68,55,10,0,2,1,1.0,House,Private room,39.66717,-105.02136000000002,80219,under_100,1.74036268949424,south,22,1,2
1939,"Located in the Heart of the Mile High City, this artsy downtown apartment is your gateway and resort from all that Denver has to offer.  The apartment is located in a historically protected downtown brick building a short walking distance from the Coors Field Ballpark, Museum of Contemporary Art, Union Station and 16th mall.","Located in the Heart of the Mile High City, this artsy downtown apartment is your gateway and resort from all that Denver has to offer.  The apartment is located in a historically protected downtown brick building a short walking distance from the Coors Field Ballpark, Museum of Contemporary Art, Union Station and 16th mall. I think denver is a slice of paradise and love sharing that with everybody and anybody. Consider me your oncall/ontext guide to the city. I know some pretty obscure cool places and things to do in Denver. If you are into spending time outside(outdoors in nature) I am willing to facilitate a trip for you.",0,0,0,0,0,55,10,0,1,1,1.0,Apartment,Private room,39.75038,-105.0008,80202,under_100,1.74036268949424,central,90,2,1
1940,"Beautifully remodeled 1890's Victorian Denver Square located in the heart of Denver's Arts District on Santa Fe!  Very quiet neighborhood, yet just a minute's walk to the RTD 10th & Osage train station, and close to most everything downtown.  I travel often and love meeting other travelers.  For those travelers looking for travel options that accommodate more guests, please preview our other properties.","Beautifully remodeled 1890's Victorian Denver Square located in the heart of Denver's Arts District on Santa Fe!  Very quiet neighborhood, yet just a minute's walk to the RTD 10th & Osage train station, and close to most everything downtown.  I travel often and love meeting other travelers.  For those travelers looking for travel options that accommodate more guests, please preview our other properties. Our family has a passion for restoring historic homes and enjoying the vibrancy of living in older communities. This home, built in 1896, combines the timeless nature-old world charm with the amenities of new.  Common spaces are light and bright, with a covered porch that provides a comfortable space to enjoy a morning coffee over a book.  Inside, the home is furnished with an eclectic mix of mid-modern century furniture, original stained glass windows, and an upright piano that has resided with the home since the 1920’s.  Our hope is for you to be comfortable, rested and for you to dep","The La Alma-Lincoln Park Neighborhood is Denver's second oldest neighborhood, and is home to Denver's Arts District on Santa Fe, where you can find over 90 galleries, breweries, restaurants and coffee shops all within a five minute walk!  The neighborhood park and recreation center is just across the way, with instant access to bike paths and the University of Colorado campus.",0,0,0,0,55,15,150,2,1,2.0,House,Private room,39.7321,-105.00155,80204,under_100,1.74036268949424,central,90,1,2
1941,"Updated Mid-Century Brick Ranch Home-Open, Bright, Spacious, & Quiet w/Room for Family & Friends. Private Master Suite w/King Bed & attached Bathroom, 2 Guest Rooms (one w/queen bed & one w/a queen sized Aerobed), plus Full Bathroom w/Soaking Tub. Fully Fenced Backyard. Private Off-Street Parking & Plenty of Street Parking. Centrally located with Easy Access to Mountains, Parks, Restaurants, Shopping, & Downtown. Home away from Home! Your Colorado Adventure Starts Here!","Updated Mid-Century Brick Ranch Home-Open, Bright, Spacious, & Quiet w/Room for Family & Friends. Private Master Suite w/King Bed & attached Bathroom, 2 Guest Rooms (one w/queen bed & one w/a queen sized Aerobed), plus Full Bathroom w/Soaking Tub. Fully Fenced Backyard. Private Off-Street Parking & Plenty of Street Parking. Centrally located with Easy Access to Mountains, Parks, Restaurants, Shopping, & Downtown. Home away from Home! Your Colorado Adventure Starts Here! We lovingly updated our home throughout last year. We opted for a mix of classic and modern finishes. This charming single story brick ranch is nestled in a quiet, cozy, centrally located neighborhood of Denver with easy access to I25, I70, 6th Ave Hwy and Hwy 285. Travel to Downtown Denver in usually 15-20 minutes, or check out Red Rocks/Morrison, Golden and beyond. Sanderson Gulch and bike path is less than a block to the South and is a direct route to Levitt Pavilion/Ruby Hill Park, Overland Park & Golf Course, South","The neighborhood has a very homey feel. The street is quiet and neighbors are friendly. There’s a park, stream, and bike/walking trail less than a block down the street. There’s plenty of shopping and food options nearby with convenient interstate and highway access if necessary.",0,0,0,0,125,50,0,7,3,2.0,House,Entire home/apt,39.68545,-105.04143,80219,100_200,2.0969100130080602,south,90,1,4
1943,"Built in 1911 but remodeled in 2018, this upscale garden-level studio apartment is a great place to hang your hat while in Denver for work or adventure.  This apartment includes a brand-new kitchen and bathroom, a luxurious queen-sized bed, and access to a fenced-in backyard with hot tub.  The neighborhood is vibrant and hip, and only minutes from bars, restaurants, entertainment, and parks.","Built in 1911 but remodeled in 2018, this upscale garden-level studio apartment is a great place to hang your hat while in Denver for work or adventure.  This apartment includes a brand-new kitchen and bathroom, a luxurious queen-sized bed, and access to a fenced-in backyard with hot tub.  The neighborhood is vibrant and hip, and only minutes from bars, restaurants, entertainment, and parks. The space was just remodeled from scratch in August 2018. It includes beautiful new flooring, stainless steel appliances, and granite countertops.  All dishware and appliances are brand new!  In addition to the apartment, access to a beautiful backyard with a hot tub is perfect for cool nights! The entry door to this apartment is in the backyard.  Access to the backyard is through a fence on the south side of the house.  The house is split into two units, with the hosts living in the other unit.  Access with this reservation is the entire private apartment with private entrance, as well as the shar","The South City Park / Congress Park Neighborhood is home to quiet residential streets bordered by lively entertainment. Within walking distance from the house are bars, restaurants, breweries, diners, gyms, yoga studios, salons, coffee shops, retail stores, ice cream parlors, liquor stores, fast food, live music venues, museums, parks, a health food supermarket and a zoo! Most importantly, the Sprouts Farmer's Market (grocery store) is conveniently located 2 blocks from the house, with a liquor store across the street.",13,19,19,19,109,49,0,2,0,1.0,Apartment,Entire home/apt,39.74044,-104.94215,80206,100_200,2.0374264979406203,central,71,2,7
1944,"Attn morons (sorry Airbnb is making add a description for people that can't comprehend what a shared space is) so I'm sorry for wasting the time of those that are smart enough to know the English language and know that a shared space means that other people will possibly be renting the other space and that's what makes it a ""shared"" so no this is not a private bedroom that you get all to yourself this is listed as a studio which means no bedroom you will share the living room space with 2 couchs","Attn morons (sorry Airbnb is making add a description for people that can't comprehend what a shared space is) so I'm sorry for wasting the time of those that are smart enough to know the English language and know that a shared space means that other people will possibly be renting the other space and that's what makes it a ""shared"" so no this is not a private bedroom that you get all to yourself this is listed as a studio which means no bedroom you will share the living room space with 2 couchs Shared space This is not a private bedroom",0,0,21,51,326,25,10,0,2,1,1.0,House,Shared room,39.796170000000004,-104.82994000000001,80239,under_100,1.3979400086720402,northeast,39,1,2
1946,"This charming bungalow is perfect for groups who want to enjoy the fun, walkable vibe of the Berkeley neighborhood with quick access to downtown Denver, Red Rocks Amphitheater, Table Mountain Biking Trails, Sloan's Lake, Regis University, Willis Case Golf Course, I70, and Denver International Airport. Walking distance to the Oriental Theater, Tennyson Street, shops, bars, restaurants, breweries, and coffee bars. View 3D Tour Here:  (Website hidden by Airbnb)","This charming bungalow is perfect for groups who want to enjoy the fun, walkable vibe of the Berkeley neighborhood with quick access to downtown Denver, Red Rocks Amphitheater, Table Mountain Biking Trails, Sloan's Lake, Regis University, Willis Case Golf Course, I70, and Denver International Airport. Walking distance to the Oriental Theater, Tennyson Street, shops, bars, restaurants, breweries, and coffee bars. View 3D Tour Here:  (Website hidden by Airbnb)  What you will love about this home: -Large private back yard space -Fully stocked kitchen including coffee, tea, condiments and spices -2 TVs  -Newly remodeled bathroom -Recently refreshed furnishings -Open concept kitchen with gas range  -Short walk to bars, restaurants, shops, and breweries -420 friendly in back yard Guests have full access to all areas of the home. Guests will have privacy and autonomy during their stay. I will always be available by text, phone, or in person on an as needed basis. The Berkeley neighborhood is","The Berkeley neighborhood is Denver's most prime location. It is easily accessible to all that Denver has to offer and is very walkable to dining and entertainment. The home is situated four blocks from Tennyson Street which has an art and foodie vibe and is home to the First Friday Culture Walk from 6-10pm the first Friday of every month with street performers, and food vendors, on every corner.",0,0,0,72,75,200,0,6,2,1.0,Bungalow,Entire home/apt,39.77562,-105.04923000000001,80212,under_100,1.8750612633917,northwest,90,8,4
1947,"Guest room and bathroom in vibrant RiNo Art District.  The room is privately located on the lower-level of a three story modern townhome. Home has open, modern yet cozy decor, two outdoor living spaces and friendly hosts.  The rooftop has plenty of space to enjoy mountain and downtown views with your morning coffee or a glass of wine.  All this with great restaurants and RiNo adventures just steps away.  Walk to Mission Ballroom, Coors Field and Denver's best restaurants.","Guest room and bathroom in vibrant RiNo Art District.  The room is privately located on the lower-level of a three story modern townhome. Home has open, modern yet cozy decor, two outdoor living spaces and friendly hosts.  The rooftop has plenty of space to enjoy mountain and downtown views with your morning coffee or a glass of wine.  All this with great restaurants and RiNo adventures just steps away.  Walk to Mission Ballroom, Coors Field and Denver's best restaurants. The room is privately located on the lower-level of a three story modern townhome. The room has tons of natural light and includes a queen size bed, storage space for all your belonging, TV with AppleTV hook-up (with access to Netflix, AmazonPrime, Hulu, HBO and other streaming services). Space includes your own private bath as well. Note we list two rooms at our house on Airbnb so in addition to getting personalized hosting services through us, you may get to interact with other travelers from around the globe. The g","RiNo (known to some as River North) is Denver's hottest neighborhood. It's know for it's outdoor art scene, trendy and delicious dining and all around fun. Everything is walking distance or a short bike or scooter ride away. The neighborhood has countless restaurants, bars, breweries, music venues and galleries. Some of our favorites include Work and Class, Fish N Beer, Infinite Monkey Therm, Finn's Manor, and Super Mega Bien. Coors Field AND Mission Ballroom are within walking distance and Exdo event center is one block away.  National Western Stock Show Complex is 1.5 miles away. Our house is the perfect jumping off point for winter mountain adventures.  You can easily explore the city before heading up to the mountains.  We're three blocks from the train to/from DIA and Union Station (and the ski train to Winter Park), easy access to downtown, public transportation and I-70 for your mountain and ski adventures. If you're staying in the neighborhood, you hop on one of the rentable sc",23,53,67,309,54,30,0,2,1,1.0,Townhouse,Private room,39.76746,-104.97538,80205,under_100,1.73239375982297,central,23,5,0
1948,"Come stay at our newly renovated, modern home! The best value in Denver awaits you. We also have the world's coolest dog.","Come stay at our newly renovated, modern home! The best value in Denver awaits you. We also have the world's coolest dog. The entrance leads right downstairs to the basement space where our guests stay. Sleep on a queen-size Sleep Number mattress with dual-side control. Use the private, well-appointed bathroom right next to your room.  If you want to cook food while you are here, just let us know! We love our kitchen so are happy to share it with guests. You are also more than welcome to enjoy Denver's culinary delights and keep your leftovers in the fridge for later.  We really have enjoyed living in Denver and would love to share our expertise if you want any inside tips. But you also just can't go wrong in this city, so don't hesitate to go out on a limb and try something new! Please note that if you are looking to book 2 guests for both beds, there will be an 8 dollar add on charge per night! Guests will have their own private basement space. It includes a bedroom and bathroom as w","Mar Lee is quiet, up and coming neighborhood with rich diversity and strong cultural roots. Our house is half a mile from a great grocery store, a quick drive or easily walkable through quiet residential streets. There are many nearby parks and greenbelts for running, biking, or walking. Access to the Sanderson Gulch greenbelt is half a mile from the house, and connects all the way to Ruby Hill park where Levitt Pavilion is located.",23,48,71,151,42,0,0,4,1,1.0,House,Private room,39.690979999999996,-105.04757,80219,under_100,1.6232492903979001,south,19,1,2
1949,"Beautifully remodeled 1890's Victorian Denver Square located in the heart of Denver's Arts District on Santa Fe!  Very quiet neighborhood, yet just a minute's walk to the RTD 10th & Osage train station, and close to most everything downtown.  We travel often and love meeting other travelers.  For those travelers looking for travel options that accommodate more guests, please preview our other properties.","Beautifully remodeled (Phone number hidden by Airbnb) 's Victorian Denver Square located in the heart of Denver's Arts District on Santa Fe!  Very quiet neighborhood, yet just a minute's walk to the RTD 10th & Osage train station, and close to most everything downtown.  We travel often and love meeting other travelers.  For those travelers looking for travel options that accommodate more guests, please preview our other properties. Our family has a passion for restoring historic homes and enjoying the vibrancy of living in older communities. This home, built in (Phone number hidden by Airbnb) , combines the timeless nature-old world charm with the amenities of new.  Common spaces are light and bright, with a covered porch that provides a comfortable space to enjoy a morning coffee over a book.  Inside, the home is furnished with an eclectic mix of mid-modern century furniture, original stained glass windows, and an upright piano that has resided with the home since the (Phone number hi","The La Alma/Lincoln Park Neighborhood is Denver’s second oldest neighborhood and is conveniently located just two train stops (7 minutes) from downtown’s Union Station at the 10th & Osage Station.  There are lots of eclectic shops, restaurants, galleries and breweries located throughout the neighborhood, with lots to do throughout the day and evening hours.  You can easily ride a bike from this location via the adjacent bike path, and there are public bike rentals located at two locations within just a few minutes walk.",29,57,84,359,495,145,300,10,4,2.0,House,Entire home/apt,39.7328,-105.00351,80204,200_or_more,2.6946051989335698,central,6,1,3
1950,"Beautiful 4 bedroom/2 bath home with convenient access to downtown! Located in the Sunnyside neighborhood of Denver, walking distance to parks restaurants and short ride to Mile High Stadium or Coors Field. This beautiful craftsman style bungalow is on a thoroughfare, making it convenient to come and go from downtown or head up to the mountains. Enjoy the gas fire pit and grill in the private backyard. With over 2,600 sq/ft, you will not find a better home for your vacation!","Beautiful 4 bedroom/2 bath home with convenient access to downtown! Located in the Sunnyside neighborhood of Denver, walking distance to parks restaurants and short ride to Mile High Stadium or Coors Field. This beautiful craftsman style bungalow is on a thoroughfare, making it convenient to come and go from downtown or head up to the mountains. Enjoy the gas fire pit and grill in the private backyard. With over 2,600 sq/ft, you will not find a better home for your vacation! The entire house, frontyard, backyard, deck, and 3 parking spaces are yours during your stay. Please reach out to us if you have any questions or need something during your stay! Additional infant/toddler items may be available upon request. Our home is located in the popular Sunnyside neighborhood of Denver, adjacent to RiNo and Highlands. The neighborhood is known for it’s historic charm, craft breweries, and new restaurants. Within walking distance of parks/restaurants and a quick Uber or Lyft to downtown, Coors","Our home is located in the popular Sunnyside neighborhood of Denver, adjacent to RiNo and Highlands. The neighborhood is known for it’s historic charm, craft breweries, and new restaurants. Within walking distance of parks/restaurants and a quick Uber or Lyft to downtown, Coors field, and Mile-high stadium, you can not go wrong with this location!  Please see our welcome book upon arrival for nearby restaurants and attractions.",13,43,66,80,210,140,650,10,4,2.0,House,Entire home/apt,39.77669,-105.02434,80211,200_or_more,2.32221929473392,northwest,24,1,4
1955,"Modern basement suite with kitchenette (NOT a full kitchen) living room, bedroom and full bath. Lots of windows for natural light and ventilation with new vinyl flooring throughout. Close to everything-- Wash Park, historic Pearl St and minutes from the light-rail to Downtown! Walking distance to restaurants, coffee shops and breweries; grocery store across the street. Near Porter Hospital and University of Denver. License no: (Phone number hidden by Airbnb) BFN (Phone number hidden by Airbnb)","Modern basement suite with kitchenette (NOT a full kitchen) living room, bedroom and full bath. Lots of windows for natural light and ventilation with new vinyl flooring throughout. Close to everything-- Wash Park, historic Pearl St and minutes from the light-rail to Downtown! Walking distance to restaurants, coffee shops and breweries; grocery store across the street. Near Porter Hospital and University of Denver. License no: (Phone number hidden by Airbnb) BFN (Phone number hidden by Airbnb) Clean, basic, modern and spacious, this unit is Central to all major hubs in Denver. Just minutes from the lightrail, a 5 minute walk to the University and 10 to Wash Park and South Pearl! Entire private unit including full bath and kitchenette. Can be reached via the Airbnb app or by phone or text at (Phone number hidden by Airbnb) I work some evenings and will be unreachable during those times. Biking distance to Wash Park, University of Colorado and South Broadway. Close to coffee shops, brewe","Biking distance to Wash Park, University of Colorado and South Broadway. Close to coffee shops, breweries and tons of great restaurants! There's a Wells Fargo, Walgreens and Safeway across the street!",19,49,78,78,100,50,0,4,1,1.0,Guest suite,Entire home/apt,39.67998,-104.9739,80210,under_100,2.0,south,12,3,3
1956,"Chill 420 friendly space located close to downtown, dispensaries & City Park! You can smoke weed inside but NO TOBACCO. Private room for 2-3 people w/shared bath. The home is occupied, and it needs a lot of cosmetic work but its clean and comfy. My home is over 100 Years old in the Historic Whitter Neighborhood in Denver Includes lounge area with love seat, coffee table & 50"" TV and Netflix.  If you're DOWN TO EARTH you'll fit right in!!","Chill 420 friendly space located close to downtown, dispensaries & City Park! You can smoke weed inside but NO TOBACCO. Private room for 2-3 people w/shared bath. The home is occupied, and it needs a lot of cosmetic work but its clean and comfy. My home is over 100 Years old in the Historic Whitter Neighborhood in Denver Includes lounge area with love seat, coffee table & 50"" TV and Netflix.  If you're DOWN TO EARTH you'll fit right in!! The room is located upstairs along with a shared full-size bathroom and 2 other occupied bedrooms. Queen Size Bed in the Room along with a Fridge and Microwave. There is a window unit air conditioner in the Summer Months. The carpet is old and has some stains but I keep it cleaned and vacuumed.  My apartments is downstairs if you need anything please just ask! Your room is 10x20 feet, just enough for 2-3 people, just know the 3rd accommodation is a love seat so you may want to bring an air mattress for an adult. I also added a microwave and fridge sinc","Our neighborhood is known as Historic Whittier, if you like houses that are over 100 years old and architecture this would be an awesome spot for you! The neighborhood is literally a couple of blocks from our City Park which is one of the the coolest places in the city to be during June-August with tons of events! We are also near Colfax Avenue which is quoted in an old school playboy issue to be ""the longest, wickedest street in America"". If you are into that sort of thing ;) LOL There are tons of dispensaries nearby. Downtown Denver, 16th Street Mall and the Five Points also known in the past as the ""Harlem of the West"" are very close and less than 10 minutes away.",14,39,49,270,65,40,1500,3,1,1.0,House,Private room,39.75363,-104.96444,80205,under_100,1.8129133566428601,central,41,1,0
1957,"The apt features many of the Victorian architectural elements of the original mansion + renovations that bring it into the 21st century. It exudes charm and class w/o being outdated and stuffy. You’ll enjoy rare amenities: 4 large, smart TV’s and over 150 channels, smart audio players, walk-in laundry room, air conditioning, under-floor heating, off-street parking, yard access,  and so much more! It’s located in one of Denver’s most desirable neighborhoods, just a quick jaunt to downtown Denver.","The apt features many of the Victorian architectural elements of the original mansion + renovations that bring it into the 21st century. It exudes charm and class w/o being outdated and stuffy. You’ll enjoy rare amenities: 4 large, smart TV’s and over 150 channels, smart audio players, walk-in laundry room, air conditioning, under-floor heating, off-street parking, yard access,  and so much more! It’s located in one of Denver’s most desirable neighborhoods, just a quick jaunt to downtown Denver. This apartment is known as ‘Unit A.’ It is a private 3 bedroom, 2.5 bathroom apartment. There are beautiful, large original wooden door panels that close in order to make the living room a private space, set apart from the dining room. It is in that living room that the large sofa converts into two twin beds. That gives you 4 PRIVATE sleeping rooms. The largest bedroom of the home can be found on the lower level and contains a very large den with a sofa that can be converted into a single bed o","Your home away from home is perfectly situated in the historic neighborhood of Congress Park which is considered one of Denver’s most sought-after urban neighborhoods. Congress Park is a vibrant, traditional city-neighborhood with a small town atmosphere. Here people of diverse cultures, ages, colors and economic background share a sense of community, value older homes and mature trees, and enjoy the convenience of city living amid the stability of a thriving neighborhood. Colorado Boulevard, Colfax, York, and 6th Avenue border Congress Park, with Cherry Creek, the beautiful Botanic Gardens and renowned museums nearby. Many of the homes in this area were built in the early 1900s, and they retain their original glory, which you’ll get to experience first-hand. The park in Congress Park is an important part of the community. With a playground, public tennis courts, and a public swimming pool, it’s perfect for kids, young couples, or anyone who enjoys the comforts of home and conveniences",12,21,39,102,120,70,0,10,3,2.5,Apartment,Entire home/apt,39.739670000000004,-104.95856,80206,100_200,2.0791812460476202,central,51,2,0
1958,"Charming 2 bedroom home and a sleeper sofa in the living room located on a double lot. Perfect location to discover the best Denver has to offer from amazing restaurants, shops, museums, parks and outdoor activities. We are an easy ride to downtown, Union Station, Pepsi Center, RiNo, Mile High Stadium and more. 2 Queen Bed 1 Sleeper Sofa Free Parking Washer/Dryer AC","Charming 2 bedroom home and a sleeper sofa in the living room located on a double lot. Perfect location to discover the best Denver has to offer from amazing restaurants, shops, museums, parks and outdoor activities. We are an easy ride to downtown, Union Station, Pepsi Center, RiNo, Mile High Stadium and more. 2 Queen Bed 1 Sleeper Sofa Free Parking Washer/Dryer AC The Yurt is currently closed due to an insurance claim from heavy snow fall. Please inquire before booking if you are curious about the yurt- current pricing is without the yurt. The MAIN HOUSE: A palm beach chic minimalistic home with a lot of character. Inside each bedroom features a plush pillow top queen bed, hotel fresh linens and a place to put your things. The Tulum meets navajo inspired decor provides a true experience. We built a custom framed headboard in the master room from local beetle wood. Handcrafted a one-of-a kind resin finished coffee table, tree stumps for night tables, and shelves. The orange acapulco a","Walking/Biking distance to top restaurants such as Gaetano's, Illegal Petes, Family Jones, Root Down, Duo, Bar Dough, Linger, Old Major, and Lola. You will fall in love with the coziness, comfy bed, backyard, high ceilings and overall convenience. 2.5 mi. to Union Station. 2.5 mi. to Mile High Stadium. 3.5 mi RiNo Art District. 18 mi to red rocks amphitheater.",0,0,0,0,95,120,180,6,2,1.0,House,Entire home/apt,39.77171,-105.01491999999999,80211,under_100,1.97772360528885,northwest,90,1,2
1959,"Colorful/funky/spacious 4 bed/5 bath (private bathroom/shower per bedroom) in one of Denver's best neighborhoods. Lots of sleeping space! Parties welcome, but keep the noise inside after 10pm. 420 friendly. Tools provided. Borrow all the fun stuff you find, but if break it, you buy it! Don't fondle the mermen. Have fun & be respectful! Walk to City Park, 17th street restaurants/bars, Colfax nightlife and all of Denver's best music venues. Gated back yard with grill and fire pit.","Colorful/funky/spacious 4 bed/5 bath (private bathroom/shower per bedroom) in one of Denver's best neighborhoods. Lots of sleeping space! Parties welcome, but keep the noise inside after 10pm. 420 friendly. Tools provided. Borrow all the fun stuff you find, but if break it, you buy it! Don't fondle the mermen. Have fun & be respectful! Walk to City Park, 17th street restaurants/bars, Colfax nightlife and all of Denver's best music venues. Gated back yard with grill and fire pit. Communal area is on the ground floor (kitchen, living room, dining room - open floor plan). 3 bedrooms on 2nd floor. 1 large bedroom on 3rd floor (converted attic with skylights). Each bedroom has private bath/shower. Perfect for large groups! Books/board games & funky bohemian decor and mood lighting. Great fenced in back yard with fire pit, two heat lamps, grill and lots of seating. Walking distance to everything you need... restaurants, craft beer/liquor store, bars, breweries, parks and downtown denver mall",The house is located in City Park neighborhood only 2 blocks from City Park! During the summer there is free jazz at the park every Sunday! There is an incredible liquor store on the corner with an excellent wine and craft beer selection and a bike rental outside. There are several amazing bars/restaurants a 1 minute walk from the house and plenty more along 17th street. You really can't beat this location!,25,49,49,49,283,250,300,16,4,4.5,House,Entire home/apt,39.74463,-104.9631,80206,200_or_more,2.4517864355242898,central,41,1,0
1960,"Pack your bags for a trip to this vacation rental condo in the heart of downtown Denver! This 2-bed, 2-bath property is the perfect getaway for groups of 4. Enjoy exclusive access to The Spire amenities like a fitness center, pool, 2 hot tubs, theater room, and the Sky Club - where the viewing deck is sure to impress. Plus an ideal location to access attractions like the Convention Center, Larimer Square, Coors Field, and the RiNo District lined with breweries - the fun never ends in Mile High!","Pack your bags for a trip to this vacation rental condo in the heart of downtown Denver! This 2-bed, 2-bath property is the perfect getaway for groups of 4. Enjoy exclusive access to The Spire amenities like a fitness center, pool, 2 hot tubs, theater room, and the Sky Club - where the viewing deck is sure to impress. Plus an ideal location to access attractions like the Convention Center, Larimer Square, Coors Field, and the RiNo District lined with breweries - the fun never ends in Mile High! Master Bedroom: Queen Bed | Bedroom 2: Queen Air Mattress This 39th floor condo is perfect for a vacation with friends or a quick business trip! Step inside and soak in the sunlight flooding the condo from the walls of floor-to-ceiling windows looking out over the city.  Set your bags down and lounge on the cozy couch while you watch a show on the flat-screen HD cable TV. When you're hungry, the fully equipped kitchen boasts brand new high-end appliances that make cooking a breeze!  Enjoy your f","Denver offers an ideal vacation for outdoor enthusiasts, beer aficionados, and sunshine seekers! When you stay at this condo, you'll enjoy the convenient downtown location within walking distance, bike rides, and short drives of many of the city's amazing attractions.  Find yourself on the famous Larimer Square just 4 blocks away for delicious cuisine on rooftop decks or furnished patio dining areas. After dinner, take the B-Cycle bikes out for a ride along the Cherry Creek bike path.  If you're looking to experience some of the breweries Denver is famous for, head just 3 miles to the RiNo district to go on a brewery hopping tour! The area is full of artistic restaurants and stores to explore.  See a show, football game, or baseball game with ease when you stay at this condo - you're less than 3 miles away from The Pepsi Center, Coors Field, and Mile High Stadium! Union Station is also just minutes away and boasts an array of the city's top restaurants and bars within the beautiful, up",0,0,0,154,260,344,0,4,2,2.0,Condominium,Entire home/apt,39.7442,-104.99479,80202,200_or_more,2.41497334797082,central,90,6,1
1961,"This contemporary home has a refreshing modern decor, a beautiful gourmet kitchen, a cozy living room with a gas fireplace, and a relaxing outdoor patio.  Perk up your mornings at the vibrant local coffeehouse just 1/2 a block away, or enjoy a walk to the nearby park.  You’ll be only minutes away from some of the newest, trendiest dining establishments in Lohi and Sunnyside, and just 2-1/2 miles from downtown Denver.","This contemporary home has a refreshing modern decor, a beautiful gourmet kitchen, a cozy living room with a gas fireplace, and a relaxing outdoor patio.  Perk up your mornings at the vibrant local coffeehouse just 1/2 a block away, or enjoy a walk to the nearby park.  You’ll be only minutes away from some of the newest, trendiest dining establishments in Lohi and Sunnyside, and just 2-1/2 miles from downtown Denver. Unwind in a spacious bedroom located on the second floor, with a soaring vaulted ceiling, and warm natural light that pours through the large window facing a quiet, tree-lined street.  A sturdy wooden desk and plenty of lamps for reading make this an inviting workspace as well. In the evenings, you’ll sink into deep, restful slumber on the comfortable and supportive Beautyrest queen matress, with soft linens, and a luxurious down comforter and pillows. The room is also appointed with a luggage rack, a large closet with hangers, and a full length mirror for your convenience",0,25,28,28,28,120,0,0,2,1,1.5,Townhouse,Entire home/apt,39.77613,-105.00836000000001,80211,100_200,2.0791812460476202,northwest,62,5,0
1963,"Luxurious and comfortable accommodations for small and large groups. Excellent location, central to all that has to Denver offer. A quick 3 block walk to the convention center. ☆ Centrally located so you can explore the entire city ☆ Hot Tub on a Private rooftop deck  ☆ FREE parking in the attached garage ☆ A fully-equipped kitchen for long stays ☆ Less than a 15 min walk to the convention center ☆ Family / Business / Travel / kid friendly ☆ Incredibly curated with modern sensibilities","Luxurious and comfortable accommodations for small and large groups. Excellent location, central to all that has to Denver offer. A quick 3 block walk to the convention center. ☆ Centrally located so you can explore the entire city ☆ Hot Tub on a Private rooftop deck  ☆ FREE parking in the attached garage ☆ A fully-equipped kitchen for long stays ☆ Less than a 15 min walk to the convention center ☆ Family / Business / Travel / kid friendly ☆ Incredibly curated with modern sensibilities (NOTE: Saturday nights are available despite looking like they are blocked out. They appear that way as they are a no check in or check out day) SUMMARY You've never stayed in an Airbnb like this before. Decorated to make your stay a real experience.  (Note: No checkin or checkout on Saturdays) This home is great for a group of people that want to travel together and enjoy beautiful accommodations, a large space and privacy. It's also great for Convention Center attendees as it's a simply quick walk to t",☆ 3 Blocks from the Convention Center making it a simple walk to your event. ☆ Starbuck coffee just a block away. ☆ Incredible nightlife and restaurants a quick 5min Uber away.,13,36,38,38,174,189,500,12,3,3.5,Townhouse,Entire home/apt,39.73673,-104.99443000000001,80204,100_200,2.2405492482826,central,52,5,2
